VESSEL,CRUISE,P_STA_NO,SEAMAP,SAMPLE_NO,STA_LAT,STA_LON,STA_DPTH,GEAR_IN,GEAR_OUT,TOW_TIME,TOW_PAT,GEAR_ICD,MESH_ICD,VOL_FILT,TAXON,TOT_LARVAE,TAXA_NOTES,SAMPLE_NOTES,COMMENTS
04,0317,016,B126,50469,23.9988,-83.4882,1063.51,03MAY2016:01:46:46,03MAY2016:02:07:08,20.36,O,01,03,285,Katsuwonus pelamis,1,,,
04,0317,016,B126,50469,23.9988,-83.4882,1063.51,03MAY2016:01:46:46,03MAY2016:02:07:08,20.36,O,01,03,285,Thunnus spp,0,,,
04,0317,016,B126,50469,23.9988,-83.4882,1063.51,03MAY2016:01:46:46,03MAY2016:02:07:08,20.36,O,01,03,285,Thunnus thynnus,0,,,
04,0317,017,B127,50474,24.0062,-84.0100,2357.71,03MAY2016:05:36:10,03MAY2016:05:58:02,21.86,O,01,03,327,NO TUNA LARVAE CAUGH,0,,,
04,0317,018,B263,50479,24.5047,-84.5077,3419.90,03MAY2016:11:55:51,03MAY2016:12:18:16,22.41,O,01,03,323,Katsuwonus pelamis,0,,2ND ATTEMPT DUE TO HIGH WIRE ANGLE LAST TRY,
04,0317,018,B263,50479,24.5047,-84.5077,3419.90,03MAY2016:11:55:51,03MAY2016:12:18:16,22.41,O,01,03,323,Thunnus spp,3,,2ND ATTEMPT DUE TO HIGH WIRE ANGLE LAST TRY,
04,0317,018,B263,50479,24.5047,-84.5077,3419.90,03MAY2016:11:55:51,03MAY2016:12:18:16,22.41,O,01,03,323,Thunnus thynnus,0,,2ND ATTEMPT DUE TO HIGH WIRE ANGLE LAST TRY,
04,0317,019,B262,50484,24.9970,-84.4970,1999.10,03MAY2016:15:09:28,03MAY2016:15:33:45,24.28,O,01,03,390,NO TUNA LARVAE CAUGH,0,,,
04,0317,020,B007,50489,25.0142,-84.9978,3349.00,03MAY2016:20:19:23,03MAY2016:20:43:26,24.05,O,01,03,417,Katsuwonus pelamis,0,,,
04,0317,020,B007,50489,25.0142,-84.9978,3349.00,03MAY2016:20:19:23,03MAY2016:20:43:26,24.05,O,01,03,417,Thunnus spp,3,,,
04,0317,020,B007,50489,25.0142,-84.9978,3349.00,03MAY2016:20:19:23,03MAY2016:20:43:26,24.05,O,01,03,417,Thunnus thynnus,0,,,
04,0317,021,B072,50494,24.4908,-85.0083,3389.00,04MAY2016:01:05:13,04MAY2016:01:28:22,23.15,O,01,03,431,Katsuwonus pelamis,1,,,
04,0317,021,B072,50494,24.4908,-85.0083,3389.00,04MAY2016:01:05:13,04MAY2016:01:28:22,23.15,O,01,03,431,Thunnus spp,4,,,
04,0317,021,B072,50494,24.4908,-85.0083,3389.00,04MAY2016:01:05:13,04MAY2016:01:28:22,23.15,O,01,03,431,Thunnus thynnus,0,,,
04,0317,022,B266,50499,24.6785,-85.5058,3374.50,04MAY2016:05:56:55,04MAY2016:06:17:35,20.66,O,01,03,299,Katsuwonus pelamis,1,,,
04,0317,022,B266,50499,24.6785,-85.5058,3374.50,04MAY2016:05:56:55,04MAY2016:06:17:35,20.66,O,01,03,299,Thunnus spp,0,,,
04,0317,022,B266,50499,24.6785,-85.5058,3374.50,04MAY2016:05:56:55,04MAY2016:06:17:35,20.66,O,01,03,299,Thunnus thynnus,0,,,
04,0317,023,B261,50504,25.0122,-85.4953,3301.30,04MAY2016:08:35:20,04MAY2016:08:56:49,21.48,O,01,03,304,Katsuwonus pelamis,0,,,
04,0317,023,B261,50504,25.0122,-85.4953,3301.30,04MAY2016:08:35:20,04MAY2016:08:56:49,21.48,O,01,03,304,Thunnus spp,2,,,
04,0317,023,B261,50504,25.0122,-85.4953,3301.30,04MAY2016:08:35:20,04MAY2016:08:56:49,21.48,O,01,03,304,Thunnus thynnus,0,,,
04,0317,024,B008,50509,24.9992,-86.0193,3292.20,04MAY2016:15:57:33,04MAY2016:16:16:19,18.76,O,01,03,236,Katsuwonus pelamis,4,,,
04,0317,024,B008,50509,24.9992,-86.0193,3292.20,04MAY2016:15:57:33,04MAY2016:16:16:19,18.76,O,01,03,236,Thunnus spp,2,,,
04,0317,024,B008,50509,24.9992,-86.0193,3292.20,04MAY2016:15:57:33,04MAY2016:16:16:19,18.76,O,01,03,236,Thunnus thynnus,0,,,
04,0317,025,B270,50514,25.4878,-86.4595,3230.00,04MAY2016:20:21:18,04MAY2016:20:41:19,20.01,O,01,03,280,Katsuwonus pelamis,0,,,
04,0317,025,B270,50514,25.4878,-86.4595,3230.00,04MAY2016:20:21:18,04MAY2016:20:41:19,20.01,O,01,03,280,Thunnus thynnus,0,,,
04,0317,025,B270,50514,25.4878,-86.4595,3230.00,04MAY2016:20:21:18,04MAY2016:20:41:19,20.01,O,01,03,280,Thunnus spp,1,,,
04,0317,026,B074,50516,25.4987,-86.0165,3200.80,05MAY2016:13:24:24,05MAY2016:13:44:35,20.18,O,01,03,292,Katsuwonus pelamis,1,,,
04,0317,026,B074,50516,25.4987,-86.0165,3200.80,05MAY2016:13:24:24,05MAY2016:13:44:35,20.18,O,01,03,292,Thunnus spp,2,,,
04,0317,026,B074,50516,25.4987,-86.0165,3200.80,05MAY2016:13:24:24,05MAY2016:13:44:35,20.18,O,01,03,292,Thunnus thynnus,0,,,
04,0317,027,B006,50521,25.9998,-85.9990,3230.00,05MAY2016:18:33:52,05MAY2016:18:55:30,21.63,O,01,03,328,NO TUNA LARVAE CAUGH,0,,,
04,0317,028,B077,50526,26.4853,-85.9993,3230.00,05MAY2016:22:20:21,05MAY2016:22:40:47,20.43,O,01,03,296,Katsuwonus pelamis,3,,,
04,0317,028,B077,50526,26.4853,-85.9993,3230.00,05MAY2016:22:20:21,05MAY2016:22:40:47,20.43,O,01,03,296,Thunnus spp,6,,,
04,0317,028,B077,50526,26.4853,-85.9993,3230.00,05MAY2016:22:20:21,05MAY2016:22:40:47,20.43,O,01,03,296,Thunnus thynnus,0,,,
04,0317,029,B005,50530,26.9942,-86.0087,3203.00,06MAY2016:03:10:36,06MAY2016:03:31:33,20.95,O,01,03,294,NO TUNA LARVAE CAUGH,0,,,
04,0317,030,B078,50535,27.4892,-86.0100,3237.30,06MAY2016:06:46:23,06MAY2016:07:08:01,21.63,O,01,03,322,Katsuwonus pelamis,1,,,
04,0317,030,B078,50535,27.4892,-86.0100,3237.30,06MAY2016:06:46:23,06MAY2016:07:08:01,21.63,O,01,03,322,Thunnus spp,0,,,
04,0317,030,B078,50535,27.4892,-86.0100,3237.30,06MAY2016:06:46:23,06MAY2016:07:08:01,21.63,O,01,03,322,Thunnus thynnus,0,,,
04,0317,031,B163,50540,28.0117,-86.0127,1022.20,06MAY2016:11:14:50,06MAY2016:11:35:52,21.03,O,01,03,311,Katsuwonus pelamis,3,,,
04,0317,031,B163,50540,28.0117,-86.0127,1022.20,06MAY2016:11:14:50,06MAY2016:11:35:52,21.03,O,01,03,311,Thunnus spp,1,,,
04,0317,031,B163,50540,28.0117,-86.0127,1022.20,06MAY2016:11:14:50,06MAY2016:11:35:52,21.03,O,01,03,311,Thunnus thynnus,0,,,
04,0317,032,B164,50545,28.4977,-85.9935,346.50,06MAY2016:15:18:21,06MAY2016:15:38:49,20.46,O,01,03,304,Katsuwonus pelamis,0,,LOST ENTIRE RIGHT COD END ON FIRST TOW SO DID IT AGAIN,
04,0317,032,B164,50545,28.4977,-85.9935,346.50,06MAY2016:15:18:21,06MAY2016:15:38:49,20.46,O,01,03,304,Thunnus spp,1,,LOST ENTIRE RIGHT COD END ON FIRST TOW SO DID IT AGAIN,
04,0317,032,B164,50545,28.4977,-85.9935,346.50,06MAY2016:15:18:21,06MAY2016:15:38:49,20.46,O,01,03,304,Thunnus thynnus,0,,LOST ENTIRE RIGHT COD END ON FIRST TOW SO DID IT AGAIN,
04,0317,033,B170,50550,29.0062,-86.4968,391.23,06MAY2016:20:45:53,06MAY2016:21:07:03,21.16,O,01,03,307,NO TUNA LARVAE CAUGH,0,,,
04,0317,034,B002,50555,28.9838,-87.0052,722.19,07MAY2016:00:00:31,07MAY2016:00:22:33,22.03,O,01,03,315,Katsuwonus pelamis,0,,,
04,0317,034,B002,50555,28.9838,-87.0052,722.19,07MAY2016:00:00:31,07MAY2016:00:22:33,22.03,O,01,03,315,Thunnus spp,7,,,
04,0317,034,B002,50555,28.9838,-87.0052,722.19,07MAY2016:00:00:31,07MAY2016:00:22:33,22.03,O,01,03,315,Thunnus thynnus,0,,,
04,0317,035,B080,50560,28.5043,-87.0148,900.28,07MAY2016:05:00:19,07MAY2016:05:21:40,21.35,O,01,03,317,Katsuwonus pelamis,0,,,
04,0317,035,B080,50560,28.5043,-87.0148,900.28,07MAY2016:05:00:19,07MAY2016:05:21:40,21.35,O,01,03,317,Thunnus spp,0,,,
04,0317,035,B080,50560,28.5043,-87.0148,900.28,07MAY2016:05:00:19,07MAY2016:05:21:40,21.35,O,01,03,317,Thunnus thynnus,2,,,
04,0317,036,B003,50565,28.0118,-87.0067,2813.00,07MAY2016:08:30:04,07MAY2016:08:50:48,20.73,O,01,03,301,NO TUNA LARVAE CAUGH,0,,,
04,0317,037,B079,50570,27.4980,-87.0115,3047.10,07MAY2016:13:10:40,07MAY2016:13:35:11,24.51,O,01,03,426,Katsuwonus pelamis,1,,THIS IS THE REAL STANDARD BONGO EVENT FOR THIS STATION,
04,0317,037,B079,50570,27.4980,-87.0115,3047.10,07MAY2016:13:10:40,07MAY2016:13:35:11,24.51,O,01,03,426,Thunnus spp,0,,THIS IS THE REAL STANDARD BONGO EVENT FOR THIS STATION,
04,0317,037,B079,50570,27.4980,-87.0115,3047.10,07MAY2016:13:10:40,07MAY2016:13:35:11,24.51,O,01,03,426,Thunnus thynnus,0,,THIS IS THE REAL STANDARD BONGO EVENT FOR THIS STATION,
04,0317,038,B004,50575,27.0002,-87.0103,2946.00,07MAY2016:18:13:42,07MAY2016:18:34:49,21.11,O,01,03,301,NO TUNA LARVAE CAUGH,0,,,
04,0317,039,B076,50580,26.5077,-87.0015,2946.00,07MAY2016:23:41:27,08MAY2016:00:00:02,18.58,O,01,03,255,Katsuwonus pelamis,0,,,
04,0317,039,B076,50580,26.5077,-87.0015,2946.00,07MAY2016:23:41:27,08MAY2016:00:00:02,18.58,O,01,03,255,Thunnus spp,3,,,
04,0317,039,B076,50580,26.5077,-87.0015,2946.00,07MAY2016:23:41:27,08MAY2016:00:00:02,18.58,O,01,03,255,Thunnus thynnus,0,,,
04,0317,040,B009,50585,26.2845,-87.0167,3093.00,08MAY2016:01:58:37,08MAY2016:02:19:35,20.96,O,01,03,283,NO TUNA LARVAE CAUGH,0,,,
04,0317,041,B273,50590,26.0057,-87.4943,3145.90,08MAY2016:07:38:26,08MAY2016:07:57:41,19.25,O,01,03,262,Katsuwonus pelamis,2,,,
04,0317,041,B273,50590,26.0057,-87.4943,3145.90,08MAY2016:07:38:26,08MAY2016:07:57:41,19.25,O,01,03,262,Thunnus spp,2,,,
04,0317,041,B273,50590,26.0057,-87.4943,3145.90,08MAY2016:07:38:26,08MAY2016:07:57:41,19.25,O,01,03,262,Thunnus thynnus,0,,,
04,0317,042,B010,50595,25.9857,-87.9997,3008.70,08MAY2016:11:45:41,08MAY2016:12:05:18,19.61,O,01,03,282,Katsuwonus pelamis,2,,,
04,0317,042,B010,50595,25.9857,-87.9997,3008.70,08MAY2016:11:45:41,08MAY2016:12:05:18,19.61,O,01,03,282,Thunnus spp,0,,,
04,0317,042,B010,50595,25.9857,-87.9997,3008.70,08MAY2016:11:45:41,08MAY2016:12:05:18,19.61,O,01,03,282,Thunnus thynnus,0,,,
04,0317,043,B066,50600,26.5125,-87.9890,2706.90,08MAY2016:16:29:55,08MAY2016:16:50:56,21.01,O,01,03,296,Katsuwonus pelamis,8,,,
04,0317,043,B066,50600,26.5125,-87.9890,2706.90,08MAY2016:16:29:55,08MAY2016:16:50:56,21.01,O,01,03,296,Thunnus spp,0,,,
04,0317,043,B066,50600,26.5125,-87.9890,2706.90,08MAY2016:16:29:55,08MAY2016:16:50:56,21.01,O,01,03,296,Thunnus thynnus,0,,,
04,0317,044,B011,50605,26.9848,-87.9978,2745.00,08MAY2016:20:11:27,08MAY2016:20:34:31,23.06,O,01,03,348,Katsuwonus pelamis,6,,,
04,0317,044,B011,50605,26.9848,-87.9978,2745.00,08MAY2016:20:11:27,08MAY2016:20:34:31,23.06,O,01,03,348,Thunnus spp,1,,,
04,0317,044,B011,50605,26.9848,-87.9978,2745.00,08MAY2016:20:11:27,08MAY2016:20:34:31,23.06,O,01,03,348,Thunnus thynnus,0,,,
04,0317,045,B288,50610,26.9993,-88.5032,2654.00,09MAY2016:01:45:29,09MAY2016:02:05:59,20.50,O,01,03,305,Katsuwonus pelamis,2,,,
04,0317,045,B288,50610,26.9993,-88.5032,2654.00,09MAY2016:01:45:29,09MAY2016:02:05:59,20.50,O,01,03,305,Thunnus spp,2,,,
04,0317,045,B288,50610,26.9993,-88.5032,2654.00,09MAY2016:01:45:29,09MAY2016:02:05:59,20.50,O,01,03,305,Thunnus thynnus,0,,,
04,0317,046,B012,50615,27.0152,-88.9988,2422.81,09MAY2016:05:53:00,09MAY2016:06:13:16,20.26,O,01,03,268,Katsuwonus pelamis,3,,,
04,0317,046,B012,50615,27.0152,-88.9988,2422.81,09MAY2016:05:53:00,09MAY2016:06:13:16,20.26,O,01,03,268,Thunnus spp,1,,,
04,0317,046,B012,50615,27.0152,-88.9988,2422.81,09MAY2016:05:53:00,09MAY2016:06:13:16,20.26,O,01,03,268,Thunnus thynnus,0,,,
04,0317,047,B063,50620,26.5062,-89.0050,2867.90,09MAY2016:11:04:04,09MAY2016:11:23:41,19.61,O,01,03,272,Katsuwonus pelamis,0,,,
04,0317,047,B063,50620,26.5062,-89.0050,2867.90,09MAY2016:11:04:04,09MAY2016:11:23:41,19.61,O,01,03,272,Thunnus spp,1,,,
04,0317,047,B063,50620,26.5062,-89.0050,2867.90,09MAY2016:11:04:04,09MAY2016:11:23:41,19.61,O,01,03,272,Thunnus thynnus,0,,,
04,0317,048,B013,50625,26.0150,-89.0000,3109.30,09MAY2016:15:47:55,09MAY2016:16:06:43,18.80,O,01,03,256,NO TUNA LARVAE CAUGH,0,,,
04,0317,049,B291,50630,26.0003,-89.4960,3294.00,09MAY2016:20:34:57,09MAY2016:20:55:47,20.83,O,01,03,286,Katsuwonus pelamis,1,,,
04,0317,049,B291,50630,26.0003,-89.4960,3294.00,09MAY2016:20:34:57,09MAY2016:20:55:47,20.83,O,01,03,286,Thunnus spp,0,,,
04,0317,049,B291,50630,26.0003,-89.4960,3294.00,09MAY2016:20:34:57,09MAY2016:20:55:47,20.83,O,01,03,286,Thunnus thynnus,0,,,
04,0317,050,B014,50635,26.0147,-89.9963,2909.00,10MAY2016:00:36:16,10MAY2016:00:57:46,21.50,O,01,03,308,Katsuwonus pelamis,0,,,
04,0317,050,B014,50635,26.0147,-89.9963,2909.00,10MAY2016:00:36:16,10MAY2016:00:57:46,21.50,O,01,03,308,Thunnus spp,0,,,
04,0317,050,B014,50635,26.0147,-89.9963,2909.00,10MAY2016:00:36:16,10MAY2016:00:57:46,21.50,O,01,03,308,Thunnus thynnus,1,,,
04,0317,051,B062,50640,26.4948,-90.0035,2853.20,10MAY2016:06:16:21,10MAY2016:06:33:53,17.53,O,01,03,251,Katsuwonus pelamis,0,,,
04,0317,051,B062,50640,26.4948,-90.0035,2853.20,10MAY2016:06:16:21,10MAY2016:06:33:53,17.53,O,01,03,251,Thunnus spp,1,,,
04,0317,051,B062,50640,26.4948,-90.0035,2853.20,10MAY2016:06:16:21,10MAY2016:06:33:53,17.53,O,01,03,251,Thunnus thynnus,0,,,
04,0317,052,B015,50645,27.0157,-89.9972,2459.72,10MAY2016:10:24:41,10MAY2016:10:43:32,18.85,O,01,03,259,Katsuwonus pelamis,2,,,
04,0317,052,B015,50645,27.0157,-89.9972,2459.72,10MAY2016:10:24:41,10MAY2016:10:43:32,18.85,O,01,03,259,Thunnus spp,5,,,
04,0317,052,B015,50645,27.0157,-89.9972,2459.72,10MAY2016:10:24:41,10MAY2016:10:43:32,18.85,O,01,03,259,Thunnus thynnus,2,,,
04,0317,053,B296,50650,26.9970,-90.4902,1622.15,10MAY2016:15:07:25,10MAY2016:15:27:59,20.56,O,01,03,291,Katsuwonus pelamis,0,,,
04,0317,053,B296,50650,26.9970,-90.4902,1622.15,10MAY2016:15:07:25,10MAY2016:15:27:59,20.56,O,01,03,291,Thunnus spp,0,,,
04,0317,053,B296,50650,26.9970,-90.4902,1622.15,10MAY2016:15:07:25,10MAY2016:15:27:59,20.56,O,01,03,291,Thunnus thynnus,8,,,
04,0317,054,B018,50655,27.0140,-91.0002,1669.66,10MAY2016:19:03:31,10MAY2016:19:25:13,21.70,O,01,03,317,Katsuwonus pelamis,0,,,
04,0317,054,B018,50655,27.0140,-91.0002,1669.66,10MAY2016:19:03:31,10MAY2016:19:25:13,21.70,O,01,03,317,Thunnus spp,0,,,
04,0317,054,B018,50655,27.0140,-91.0002,1669.66,10MAY2016:19:03:31,10MAY2016:19:25:13,21.70,O,01,03,317,Thunnus thynnus,10,,,
04,0317,055,B059,50660,26.5063,-90.9922,2198.93,11MAY2016:00:47:05,11MAY2016:01:08:34,21.48,O,01,03,315,Katsuwonus pelamis,0,,,
04,0317,055,B059,50660,26.5063,-90.9922,2198.93,11MAY2016:00:47:05,11MAY2016:01:08:34,21.48,O,01,03,315,Thunnus spp,0,,,
04,0317,055,B059,50660,26.5063,-90.9922,2198.93,11MAY2016:00:47:05,11MAY2016:01:08:34,21.48,O,01,03,315,Thunnus thynnus,1,,,
04,0317,056,B019,50665,26.0110,-91.0115,2706.90,11MAY2016:05:15:18,11MAY2016:05:36:52,21.56,O,01,03,304,Katsuwonus pelamis,0,,FATHOMS SEACAT TIMED OUT 85M DOWN SO USED WIRE OUT AND WIRE ANGLE,
04,0317,056,B019,50665,26.0110,-91.0115,2706.90,11MAY2016:05:15:18,11MAY2016:05:36:52,21.56,O,01,03,304,Thunnus spp,2,,FATHOMS SEACAT TIMED OUT 85M DOWN SO USED WIRE OUT AND WIRE ANGLE,
04,0317,056,B019,50665,26.0110,-91.0115,2706.90,11MAY2016:05:15:18,11MAY2016:05:36:52,21.56,O,01,03,304,Thunnus thynnus,0,,FATHOMS SEACAT TIMED OUT 85M DOWN SO USED WIRE OUT AND WIRE ANGLE,
04,0317,057,B299,50670,25.9965,-91.4998,2413.39,11MAY2016:12:11:59,11MAY2016:12:35:04,23.08,O,01,03,333,Katsuwonus pelamis,1,,,
04,0317,057,B299,50670,25.9965,-91.4998,2413.39,11MAY2016:12:11:59,11MAY2016:12:35:04,23.08,O,01,03,333,Thunnus spp,2,,,
04,0317,057,B299,50670,25.9965,-91.4998,2413.39,11MAY2016:12:11:59,11MAY2016:12:35:04,23.08,O,01,03,333,Thunnus thynnus,0,,,
04,0317,058,B020,50675,26.0093,-92.0113,2484.50,11MAY2016:16:24:43,11MAY2016:16:44:22,19.65,O,01,03,318,Katsuwonus pelamis,0,,,
04,0317,058,B020,50675,26.0093,-92.0113,2484.50,11MAY2016:16:24:43,11MAY2016:16:44:22,19.65,O,01,03,318,Thunnus spp,1,,,
04,0317,058,B020,50675,26.0093,-92.0113,2484.50,11MAY2016:16:24:43,11MAY2016:16:44:22,19.65,O,01,03,318,Thunnus thynnus,12,,,
04,0317,059,B058,50680,26.4955,-91.9913,1931.43,19MAY2016:01:09:09,19MAY2016:01:32:18,23.15,O,01,03,344,Katsuwonus pelamis,0,,,
04,0317,059,B058,50680,26.4955,-91.9913,1931.43,19MAY2016:01:09:09,19MAY2016:01:32:18,23.15,O,01,03,344,Thunnus spp,2,,,
04,0317,059,B058,50680,26.4955,-91.9913,1931.43,19MAY2016:01:09:09,19MAY2016:01:32:18,23.15,O,01,03,344,Thunnus thynnus,4,,,
04,0317,060,B021,50685,27.0097,-92.0105,1442.67,19MAY2016:05:56:29,19MAY2016:06:16:19,19.83,O,01,03,276,NO TUNA LARVAE CAUGH,0,,,
04,0317,061,B304,50690,26.9978,-92.5003,1393.37,19MAY2016:11:11:21,19MAY2016:11:31:03,19.70,O,01,03,298,Katsuwonus pelamis,0,,,
04,0317,061,B304,50690,26.9978,-92.5003,1393.37,19MAY2016:11:11:21,19MAY2016:11:31:03,19.70,O,01,03,298,Thunnus spp,2,,,
04,0317,061,B304,50690,26.9978,-92.5003,1393.37,19MAY2016:11:11:21,19MAY2016:11:31:03,19.70,O,01,03,298,Thunnus thynnus,3,,,
04,0317,062,B024,50695,27.0125,-93.0095,1415.98,19MAY2016:15:09:32,19MAY2016:15:30:25,20.88,O,01,03,300,Katsuwonus pelamis,0,,,
04,0317,062,B024,50695,27.0125,-93.0095,1415.98,19MAY2016:15:09:32,19MAY2016:15:30:25,20.88,O,01,03,300,Thunnus spp,3,,,
04,0317,062,B024,50695,27.0125,-93.0095,1415.98,19MAY2016:15:09:32,19MAY2016:15:30:25,20.88,O,01,03,300,Thunnus thynnus,0,,,
04,0317,063,B055,50700,26.4975,-92.9957,1786.52,19MAY2016:20:22:20,19MAY2016:20:43:50,21.50,O,01,03,305,Katsuwonus pelamis,0,,NO SEACAT USED ON THIS TOW BONGO BOTTOM NOT PRESSED Right bongo accidentally preserved in formalin,
04,0317,063,B055,50700,26.4975,-92.9957,1786.52,19MAY2016:20:22:20,19MAY2016:20:43:50,21.50,O,01,03,305,Thunnus spp,0,,NO SEACAT USED ON THIS TOW BONGO BOTTOM NOT PRESSED Right bongo accidentally preserved in formalin,
04,0317,063,B055,50700,26.4975,-92.9957,1786.52,19MAY2016:20:22:20,19MAY2016:20:43:50,21.50,O,01,03,305,Thunnus thynnus,0,,NO SEACAT USED ON THIS TOW BONGO BOTTOM NOT PRESSED Right bongo accidentally preserved in formalin,
04,0317,063,B055,50700,26.4975,-92.9957,1786.52,19MAY2016:20:22:20,19MAY2016:20:43:50,21.50,O,01,03,305,NO TUNA LARVAE CAUGH,1,Thunnus spp?,NO SEACAT USED ON THIS TOW BONGO BOTTOM NOT PRESSED Right bongo accidentally preserved in formalin,
04,0317,064,B025,50705,26.2968,-93.0080,1960.20,19MAY2016:22:57:33,19MAY2016:23:17:25,19.86,O,01,03,290,NO TUNA LARVAE CAUGH,0,,,
04,0317,065,B307,50710,26.0098,-93.4962,2286.25,20MAY2016:04:11:15,20MAY2016:04:30:08,18.88,O,01,03,274,Katsuwonus pelamis,1,,No SeaCat,
